"","symbol","week52change","week52high","week52low","day200MovingAvg","day50MovingAvg","avg10Volume","avg30Volume","ttmEPS","companyName","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","peRatio","beta","marketcap","employees","float","ttmDividendRate","sharesOutstanding","nextDividendDate","dividendYield","nextEarningsDate","exDividendDate"
"1802","ICLN",0.297998,11.23,7.86,9.93,10.84,302391.7,351650.5,NA,"iShares Global Clean Energy ETF",1005,-0.050943,0.171129,0.295642,0.322115,0.11336,0.047619,0.00365,0.023256,0,NA,0.758671880099332,NA,NA,NA,NA,0,NA,NA,NA,"2019-06-17"
"1803","WOOD",-0.230966,78.32,52.75,60.46,56.49,19807.8,25500.63,NA,"iShares Global Timber & Forestry ETF",0.309865,0.24732,0.081812,-0.238529,0.036914,-0.076768,-0.001177,0.088295,0.056741,0.04448,NA,0.821111730190061,NA,NA,NA,NA,0,NA,NA,NA,"2019-06-17"
"1804","INDY",-0.027785,39.53,31.04,36.29,35.8,100410.9,117595.03,NA,"iShares India 50 ETF",0.529199,0.481467,0.151304,-0.036864,-0.00228,-0.048124,-0.09324,0.003727,-0.01602,0.012435,NA,0.502828723992248,NA,NA,NA,NA,0,NA,NA,NA,"2019-06-17"
"1805","IJT",-0.10118,207.94,151.27,177.74,180.08,93220.6,87145.4,NA,"iShares S&P Small-Cap 600 Growth ETF",4.963792,0.664333,0.218811,-0.101277,0.148325,0.025199,0.036044,0.031713,0.01547,0.034076,NA,1.05176768511246,NA,NA,NA,NA,0,NA,NA,NA,"2019-06-17"
"1806","DVY",0.009502,103.77,84.61,97.3,99.17,584918.2,499389.33,NA,"iShares Select Dividend ETF",0.986746,0.342827,0.096876,0.011168,0.159645,0.042521,0.0476,0.056608,0.04,0.033647,NA,0.706239348229709,NA,NA,NA,NA,0,NA,NA,NA,"2019-06-17"
"1807","SHV",0.001631,110.67,110.02,110.48,110.56,1943190.5,2043339.8,NA,"iShares Short Treasury Bond ETF",0.015547,0.001088,0.001361,0.001631,0.001904,0.000815,-0.000362,-0.000271,0.000543,0,NA,-0.00290234323307414,NA,NA,NA,NA,0,NA,NA,NA,"2019-09-03"
"1808","IGSB",0.028351,53.86,51.32,52.67,53.49,1284773,1210195.13,NA,"iShares Short-Term Corporate Bond ETF",43.294118,-0.000853,0.00314,0.030473,0.033462,0.019462,0.005457,-0.000935,-0.000187,-0.004286,NA,-0.0147171560038652,NA,NA,NA,NA,0,NA,NA,NA,"2019-09-03"
"1809","ISRL",0.057118,125.55,98.11,117.78,121.01,832,905.83,5.3314,"Isramco, Inc.",32.042857,-0.03633,0.041892,0.057118,0.046414,0.203767,0.034627,0.022765,0.031957,0.012204,23.26,0.150504647260891,336993684,297,733719.498489,NA,2717691,NA,NA,NA,NA
"1810","ITMR",-0.266667,14,8.26,10.37,9.56,1799.6,821.83,-0.441,"Itamar Medical Ltd.",-0.1825,-0.1825,-0.1825,-0.25,-0.25,-0.256198,-0.170507,-0.017467,-0.08999,0.058824,-19.95,-0.369319501610596,NA,NA,NA,NA,NA,NA,NA,"2019-11-27",NA
"1811","ITI",0.232143,6.31,3.24,4.63,5.32,192429.8,216085.47,-0.2331,"Iteris, Inc.",5.742424,1.528409,-0.169776,0.218254,0.682192,0.504902,0.203922,0.192233,0.160681,0.171756,-26.64,1.05408050502414,251442900,362,37705664.66,NA,40490000,NA,NA,"2019-11-05",NA
"1812","ITRM",-0.298541,9.4,4.7,6.69,6.55,4840.8,10814.57,-6.8614,"Iterum Therapeutics Plc",-0.427237,-0.427237,-0.427237,-0.242424,0.173913,0.377551,0.001305,-0.117636,0.024279,-0.030172,-0.91,0.795662674907491,90150000,48,4524318.384,NA,14424000,NA,NA,"2019-11-13",NA
"1813","ITRI",0.127795,74.75,44.34,56.86,65.79,272797.4,321098.1,1.5563,"Itron, Inc.",2.238643,0.380227,-0.184287,0.108308,0.526316,0.453735,0.223853,0.078971,0.19866,0.031202,47.97,1.40964324640462,2946008940,8000,38969471.646,NA,39459000,NA,NA,"2019-11-06",NA
"1814","ITRN",-0.1538,38.5,24.17,32.42,28.63,78032.2,70801.6,2.6949,"Ituran Location & Control Ltd.",1.57758,0.497197,0.088401,-0.163338,-0.14525,-0.172709,-0.107472,-0.020244,-0.048475,0.023705,10.53,0.572211169405577,595284359,3172,17244941.2597,0.94,20968100,"2019-09-25",0.0331102500880592,"2019-11-20","2019-09-25"
"1815","ISEE",-0.512397,2.57,1.02,1.34,1.17,83447.9,74468.9,1.567,"IVERIC bio, Inc.",NA,NA,NA,-0.516529,-0.07874,-0.24026,-0.120301,0.035398,0,-0.008475,0.75,0.599871554757478,49044340,35,32414734.322,NA,41563000,NA,NA,"2019-11-11",NA
"1816","IZEA",-0.809091,3,0.2803,0.9419,0.4179,440629.5,843988.23,-0.421,"IZEA Worldwide, Inc.",-0.999625,-0.913452,-0.748575,-0.812216,-0.674416,-0.761372,-0.357754,-0.411608,-0.284942,0.021323,-0.8,0.781972826607287,11596368,113,32192552.958,NA,34513000,NA,NA,"2019-11-15",NA
"1817","JJSF",0.269453,196.74,138.4,161.68,180.26,118970.1,98668.17,4.9058,"J&J Snack Foods Corp.",9.967355,0.770946,0.252094,0.2718,0.344681,0.253968,0.153987,-0.001737,0.045838,-0.019547,38.58,0.335482556760403,3565659250,6000,14778202.124,1.95,18841000,"2019-09-18",0.0103038309114927,"2019-11-08","2019-09-18"
"1818","MAYS",-0.014647,43.66,34,37.68,35.86,1545.2,1100.07,0.336,"J.W. Mays, Inc.",1.861538,-0.243595,-0.103614,-0.041545,-0.10025,-0.10025,0.028286,0.018105,0.026526,-0.000278,110.12,-0.0142621060035681,74583860,30,402472.65058,NA,2015780,NA,NA,NA,NA
"1819","JBHT",-0.07193,126.88,83.64,99.29,101.41,968233.1,942851.27,4.3557,"J.B. Hunt Transport Services, Inc.",13.226637,0.262835,0.100023,-0.075644,0.228014,0.086132,0.271375,0.132654,0.131199,0.033953,26.39,0.957873250258053,12274049280,27621,84439181.088,1,106768000,NA,0.00869867780097425,"2019-10-15","2019-08-01"
"1820","JCOM",0.103565,92,65.07,82.59,86.26,325721.7,378879,3.0169,"j2 Global, Inc.",10.771622,0.951389,-0.035006,0.101994,0.323897,0.078151,0.052395,0.105065,0.048764,0.038138,30.27,0.995335159104831,4467100440,2587,46196823.464,1.76,48917000,NA,0.0192728865527814,"2019-11-06","2019-05-17"
"1821","JKHY",-0.102645,163.68,120.2,136.33,140.96,349030.7,406094.57,3.5235,"Jack Henry & Associates, Inc.",11.830698,1.406315,0.420056,-0.095415,0.178678,0.078703,0.060955,0.044005,0.042073,-0.009205,41.21,0.838007120432127,11181170000,6402,76374298,1.54,7.7e+07,NA,0.0106053302114179,"2019-11-05","2019-09-06"
"1822","JACK",0.04217,90.49,70.77,80.9,81.79,486674.8,616831.63,3.451,"Jack in the Box, Inc.",7.845198,0.4395,-0.250551,0.028429,0.113077,0.113648,0.01366,-0.025152,0.194223,-0.014864,25.49,0.33105811465227,2271995520,5200,25212410.208,1.6,25824000,NA,0.0181859513525801,"2019-11-20","2019-08-16"
"1823","JAGX",-0.964815,175,1,12.4,1.78,1304601.8,1390607.3,-81.2208,"Jaguar Health, Inc.",-0.99793,-0.99793,-0.982675,-0.964815,-0.92963,-0.885196,-0.807246,-0.163522,-0.173913,0.176991,-0.02,1.32792044096451,56394975,40,1821235.042,NA,2101000,NA,NA,"2019-11-18",NA
"1824","JAKK",-0.654167,2.9,0.5127,1.2472,0.8096,84103.4,62382.77,-1.6548,"JAKKS Pacific, Inc.",-0.900563,-0.878857,-0.774468,-0.658333,-0.544444,-0.410072,0.19186,0.546878,-0.056387,-0.012048,-0.5,-0.237263957301407,22171790,626,14103021.498,NA,26713000,NA,NA,"2019-10-24",NA
"1825","JRVR",0.203201,51.15,34.07,42.72,48.47,141100.4,126223.87,2.4698,"James River Group Holdings Ltd.",1.163294,1.163294,0.112536,0.198836,0.377159,0.240652,0.065058,0.014987,0.054833,-0.014158,20.09,0.516542873419643,1507306740,750,29225742.077,1.2,30377000,"2019-09-13",0.0241837968561064,"2019-11-06","2019-09-13"
"1826","JSML",-0.062243,46.79,33.27,41.29,42.53,2291.1,3943.17,NA,"Janus Henderson Small Cap Growth Alpha ETF",0.73647,0.73647,0.359445,-0.062027,0.205221,0.039521,0.018426,0.023213,0.007405,0.036985,NA,1.10283315425165,NA,NA,NA,NA,0,NA,NA,NA,NA
"1827","JSMD",-0.042544,47.6,34.22,42.84,44.5,7719.5,7957.87,NA,"Janus Henderson Small/Mid Cap Growth Alpha ETF",0.805226,0.805226,0.368124,-0.03857,0.225262,0.045326,0.0229,0.023317,-0.0021,0.025174,NA,1.13404472403008,NA,NA,NA,NA,0,NA,NA,NA,NA
"1828","JASN",-0.822185,3.7,0.3518,1.254,0.5187,1316152.8,553859.57,-1.2532,"Jason Industries, Inc.",-0.865657,-0.872114,-0.095238,-0.814815,-0.695122,-0.728261,-0.29972,-0.091074,-0.127095,0.041884,-0.38,1.02292641328705,13499932,3600,22218762.111,NA,28119000,NA,NA,"2019-11-04",NA
"1829","JAZZ",-0.204492,169.82,113.51,133.56,134.37,603321.5,506573.37,11.265,"Jazz Pharmaceuticals Plc",6.490694,-0.033406,-0.152295,-0.20425,0.050507,-0.02788,0.008748,-0.039038,-0.071025,0.039459,11.67,0.557879641650234,7440565610,1360,54901533.472,NA,56621000,NA,NA,"2019-11-11",NA
"1830","JD",0.125,32.38,19.21,27.26,30.17,9222074.9,14413243.3,0.6362,"JD.com, Inc.",0.373206,0.373206,-0.255512,0.135447,0.481899,0.120512,0.144517,0.02805,0.101713,0.014157,49.09,1.71989345444462,NA,178927,1206141365.92285,NA,NA,NA,NA,"2019-11-25",NA
"1831","JRSH",0.449814,8.5,4.77,6.93,7.12,9014.1,7257.97,0.6662,"Jerash Holdings (US), Inc.",-0.185099,-0.185099,-0.185099,0.429368,0.290268,0.081575,0.139259,0.086158,0.098603,0.098571,11.71,0.517516604854866,88335000,NA,2519540.7,0.15,11325000,NA,0.0192307692307692,"2019-11-27","2019-08-09"
"1832","JBLU",-0.095213,20.14,15.19,17.73,18.37,5326603.5,4267683.43,1.4457,"JetBlue Airways Corp.",0.544864,1.258298,-0.126109,-0.10718,0.059259,0.019608,-0.117284,-0.086262,-0.10298,0.029394,12.03,0.954963426496413,5152083130,NA,294456216.096,NA,296267000,NA,NA,"2019-10-24",NA
"1833","JCTCF",-0.105814,10,6.23,7.84,8.13,735,1570.93,0.5459,"Jewett-Cameron Trading Co. Ltd.",7.5,0.510365,0.348018,-0.105814,0.081575,-0.048267,-0.055283,-0.069007,-0.04472,-0.002594,14.09,0.0238327652268619,30460090,57,1877890.295,NA,3961000,NA,NA,NA,NA
"1834","JFIN",0.026006,22.5,9.01,12.64,12.47,110493.2,58893.07,1.6316,"Jiayin Group, Inc.",NA,NA,NA,-0.108978,-0.108978,-0.108978,0.266725,0.351174,0.001392,0.063562,10.16,0.380229773877785,NA,831,NA,NA,NA,NA,NA,"2019-11-27",NA
"1835","JMU",-0.104,3.73,0.4202,1.22,1.12,32435.3,33376.37,-14.5699,"JMU Ltd.",-0.984346,-0.984346,-0.932353,-0.136484,0.636364,-0.46,-0.092437,-0.076923,-0.06087,0.102041,-0.08,1.91776798293069,NA,75,NA,NA,NA,NA,NA,NA,NA
"1836","JBSS",0.302143,96.88,53.12,73.77,85.54,121496,108941.47,3.4529,"John B. Sanfilippo & Son, Inc.",4.434932,2.261406,0.241007,0.299808,0.720626,0.396929,0.174134,0.166605,0.098467,0.000635,27.45,0.44988576970051,1079375902,1470,8410919.552,2.55,8792000,NA,0.0269072491294714,"2019-11-04","2019-08-05"
"1837","JOUT",-0.41197,104.88,54.12,68.41,63.12,59380.1,60911.1,4.3027,"Johnson Outdoors, Inc.",8.578771,3.210707,1.074782,-0.401494,0.014803,-0.107608,-0.218987,0.028505,-0.072459,0.095137,14.09,0.809123636911875,609206873,1200,8228628.738,0.56,8838000,NA,0.0092378752886836,"2019-12-09","2019-07-10"
"1838","JNCE",-0.5,7.35,2.66,4.66,4.08,98305.8,120271.07,-0.8839,"Jounce Therapeutics, Inc.",-0.655652,-0.655652,-0.758733,-0.492898,-0.077519,-0.480349,-0.225597,-0.16,-0.242038,0.008475,-3.98,1.77605983955146,116096640,115,15415160.142,NA,32982000,NA,NA,"2019-11-12",NA
"1839","KALU",-0.066354,114.99,83.29,97.03,93.2,112588,105455.07,5.6829,"Kaiser Aluminum Corp.",1.794564,0.407552,0.189792,-0.065979,0.115389,-0.049318,0.054268,0.046189,0.04586,0.077988,17.53,1.14961818935663,1594218860,2860,15592154.981,2.3,16003000,NA,0.0230877333868701,"2019-10-17","2019-07-24"
"1840","KXIN",-0.80597,11,1.06,6.26,1.73,21254.5,29082.9,0.0918,"Kaixin Auto Holdings",NA,NA,NA,-0.80597,-0.807597,-0.81068,-0.044118,0.423358,0.196319,0.037234,21.24,0.518673818084986,75178350,NA,2556295.218,NA,38553000,NA,NA,NA,NA
"1841","KALA",-0.627989,11.4,3.5,6.2,4.9,289315.8,413630.6,-2.8456,"Kala Pharmaceuticals, Inc.",-0.596539,-0.596539,-0.596539,-0.641275,-0.219653,-0.496894,-0.191617,-0.119565,-0.319328,0.0125,-1.48,1.49482421346052,142829400,130,25487226.29,NA,34007000,NA,NA,"2019-11-07",NA
"1842","KLDO",-0.35629,19,6.23,12.18,8.57,69163.3,83115.67,-3.6733,"Kaleido Biosciences, Inc.",0.020379,0.020379,0.020379,-0.346451,-0.346451,-0.313653,-0.356846,0.046119,0.23506,0.040268,-2.49,0.0894539274700034,273270280,NA,8116873.141,NA,29833000,NA,NA,"2019-11-27",NA
"1843","KALV",-0.01865,34.91,14.5,20.88,16.51,84266.8,77311.9,-1.362,"KalVista Pharmaceuticals, Inc.",-0.713772,-0.713772,2.151344,0.003215,-0.22,-0.405261,-0.210127,-0.072533,-0.045288,0.032429,-11.2,0.91463764112432,271856900,45,12580151.325,NA,17815000,NA,NA,"2019-12-13",NA
"1844","KMDA",-0.144715,6.7,4.63,5.57,5.6,18572.1,31037.87,0.6447,"Kamada Ltd.",-0.380541,-0.588069,-0.181429,-0.141463,0.03125,-0.108108,-0.04,-0.04,-0.057143,-0.020408,8.16,0.345773384681563,211807050,408,28646057.895,NA,40267500,NA,NA,"2019-11-11",NA
"1845","KNDI",0.332468,9.23,3.53,5.34,5.19,332956.3,309279.2,-0.4338,"Kandi Technologies Group, Inc.",19.44,-0.589558,0.161364,0.309091,0.214458,-0.346304,0.132584,-0.005917,-0.043643,-0.073529,-11.83,1.15710302256794,270961470,705,38439661.078,NA,52819000,NA,NA,NA,NA
"1846","KRTX",-0.17033,29,15.31,20.03,19.89,95225.1,85008.4,NA,"Karuna Therapeutics, Inc.",NA,NA,NA,-0.185315,-0.185315,-0.185315,-0.185315,-0.275111,-0.12406,-0.180402,NA,-1.23283779035827,388889930,NA,8973079.076,NA,23413000,NA,NA,"2019-11-27",NA
"1847","KPTI",-0.415164,19.37,3.92,7.36,8.81,1742743.5,1458843.87,-3.5514,"Karyopharm Therapeutics, Inc.",-0.694081,-0.813733,-0.439498,-0.439024,0.106695,1.393665,0.84,0.19548,0.200908,0.104384,-3.11,2.09561172206958,682988630,332,54740950.445,NA,61921000,NA,NA,"2019-11-11",NA
"1848","KZIA",-0.171875,4.27,2.04,2.94,2.55,1162.7,1457.57,-1.3069,"Kazia Therapeutics Ltd.",-0.984831,-0.791383,-0.18346,-0.176647,0.077551,-0.297872,-0.032967,0.054145,0.012154,0.075356,-2.03,0.302717923595786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","KBLM",0.04175,10.55,9.17,10.36,10.49,3997.2,13659.83,0.0665,"KBL Merger Corp. IV",0.071247,0.071247,0.071247,0.04175,0.029298,0.015504,0.005749,-0.004748,-0.003802,-0.001905,157.59,0.0028269829058932,85600640,2,4915502.4,NA,8168000,NA,NA,NA,NA
"1850","KBLMR",-0.552632,0.56,0.12,0.3806,0.3156,9671.4,9323.8,NA,"KBL Merger Corp. IV",-0.552631578947368,-0.552631578947368,-0.552631578947368,-0.552631578947368,-0.564102564102564,-0.451612903225806,-0.32,-0.105263157894737,-0.514285714285714,-0.291666666666667,NA,0.953302342494793,2040366,NA,NA,NA,0,NA,NA,NA,NA
"1851","KBLMU",0.024248,11.5,10.06,10.56,10.56,2,1.33,NA,"KBL Merger Corp. IV",0.056,0.056,0.056,0.0242483026188167,0,0.00571428571428576,0,0,0,0,NA,-0.0371410359923193,86580800,NA,NA,NA,0,NA,NA,NA,NA
"1852","KBLMW",-0.5,0.4,0.05,0.224,0.1244,11815.5,7444.2,NA,"KBL Merger Corp. IV",-0.4,-0.4,-0.4,-0.5,0.2,-0.5,-0.294117647058824,-0.076923076923077,0.2,0.2,NA,0.0262060533760433,1184360,NA,NA,NA,0,NA,NA,NA,NA
"1853","KBSF",-0.302387,5,2.11,3.31,2.55,39680.3,65597.17,-6.5949,"KBS Fashion Group Ltd.",-0.971333,-0.975048,-0.297641,-0.286472,-0.097315,-0.325815,0.086342,0.103952,0.116183,0.034615,-0.4,0.0694910721121539,6814330,370,1266193.199,NA,2591000,NA,NA,NA,NA
"1854","KRNY",-0.002239,14.24,11.26,13.17,13.1,305437.1,266192.17,0.47,"Kearny Financial Corp.",0.712478,0.412379,-0.042034,0.002239,0.050861,0.050861,-0.004448,0.041085,0.019742,0.05748,28.45,0.651881004491917,1173444790,565,78992581.942,0.21,87767000,NA,0.0157068062827225,"2019-10-30","2019-09-03"
"1855","KELYA",-0.002435,28.91,19.21,23.89,26.29,169257.4,204491.57,2.9204,"Kelly Services, Inc.",0.146793,0.264442,0.168969,0.001623,0.195157,0.107223,-0.028729,-0.118571,-0.105149,0.025343,8.42,0.794973711080082,960832200,7900,33269929.95,0.3,35661000,NA,0.0122050447518308,"2019-11-06","2019-08-19"
"1856","KELYB",0.114583,29.43,20.91,24.05,27.14,233.2,142.57,2.9204,"Kelly Services, Inc.",0.069959,0.088372,0.063632,0.114583,0.215357,0.279292,0.143162,-0.044643,-0.044643,-0.042022,9.16,-0.0824550094897615,1045657500,7900,94534.1009999998,0.3,3429000,NA,0.011214953271028,"2019-11-06","2019-08-19"
"1857","KMPH",-0.825723,5.42,0.71,1.7814,1.1762,450759.8,291766.2,-1.9264,"KemPharm, Inc.",-0.882143,-0.882143,-0.665823,-0.823762,-0.550505,-0.589862,-0.377622,-0.190909,-0.212389,0.074231,-0.46,0.554653719518393,26190896,33,25509980.221,NA,29759000,NA,NA,"2019-11-06",NA
"1858","KFFB",-0.034839,8.45,6.52,7.62,7.59,3698.4,2133.13,0.0975,"Kentucky First Federal Bancorp",0.033066,-0.104142,-0.203837,-0.029677,0.051748,-0.041928,0.007611,-0.040694,-0.010526,0.037241,76.72,0.29293571216311,62308400,NA,3162309.57,0.4,8330000,NA,0.053475935828877,NA,"2019-07-30"
"1859","KEQU",-0.53125,34.83,15.06,22.79,16.92,2367.3,4099.27,0.2162,"Kewaunee Scientific Corp.",1.711217,0.393865,-0.012174,-0.521726,-0.497498,-0.23513,-0.259106,-0.024879,-0.086932,0.036774,72.85,0.192535849981916,43312500,856,2485197,0.76,2750000,NA,0.0482539682539683,NA,"2019-09-09"
"1860","KTCC",-0.249007,7.98,4.83,5.75,5.17,17068.9,22219.67,-0.7418,"Key Tronic Corp.",4.364486,-0.45951,-0.166909,-0.243709,-0.00349,-0.113354,0.126233,0.06729,0.158215,0.069288,-7.64,0.313106203591432,61009200,4067,10000817.44,NA,10760000,NA,NA,NA,NA
"1861","KZR",-0.822222,36.32,2.82,15.2,4.99,163214.9,101933.77,-1.4614,"Kezar Life Sciences, Inc.",0.183662,0.183662,0.183662,-0.828283,-0.850484,-0.809843,-0.653415,-0.288703,-0.364486,0.005917,-2.41,1.41506634298286,67365760,24,11635655.206,NA,19138000,NA,NA,"2019-11-07",NA
"1862","KFRC",-0.152239,41.07,27.95,34.44,34.22,128589.7,114098.6,2.1626,"Kforce, Inc.",12.407407,0.595416,0.765854,-0.165672,0.104743,-0.062081,-0.080844,-0.002083,-0.025283,0.025061,15.76,0.896308846824242,826610400,13800,21261205.35,0.72,24255000,NA,0.0211267605633803,"2019-10-30","2019-09-05"
"1863","KE",-0.172703,20.19,12.48,15.58,14.71,62803.1,52195.33,1.2244,"Kimball Electronics, Inc.",1.098338,1.098338,-0.073394,-0.196325,-0.02235,-0.076041,-0.015434,0.052234,-0.022974,0.139985,12.87,1.0168272851701,403471760,6300,24316137.012,NA,25419000,NA,NA,NA,NA
"1864","KBAL",0.120386,19.8,13.49,15.89,17.52,111050,119934.73,1.0676,"Kimball International, Inc.",0.143159,-0.01339,-0.108361,0.107893,0.351108,0.270182,0.166169,0.131671,0.129705,0.089336,18.48,0.792420462557274,728767010,3127,35396765.84,0.32,36688000,"2019-09-24",0.0162189559047136,NA,"2019-09-24"
"1865","KIN",-0.416,15.11,5.96,9.12,7.23,165631.8,145599.4,-1.6389,"Kindred Biosciences, Inc.",-0.210042,-0.37359,0.419549,-0.486545,-0.354662,-0.230937,-0.11195,-0.038147,0.014368,-0.002825,-4.9,1.129146268901,313659830,146,36773353.474,NA,39061000,NA,NA,"2019-11-15",NA
"1866","KGJI",-0.424576,1.18,0.5664,0.7605,0.6744,27083.8,30948.23,0.631,"Kingold Jewelry, Inc.",12.833333,-0.271866,-0.522989,-0.449407,-0.177595,-0.153154,0.100254,-0.101259,-0.045962,-0.053329,1.08,-0.19725461627116,44891406,630,45377938.926,NA,66114000,NA,NA,NA,NA
"1867","KINS",-0.531034,19.4,7.5,12.37,8.39,37532.8,48887.43,-0.2434,"Kingstone Cos., Inc.",3.7,0.426404,-0.362712,-0.512997,-0.483108,-0.435424,0.014365,0.156171,0.091558,0.115431,-36.32,0.468842838336435,95259840,101,9166539.744,0.4,10776000,NA,0.0452488687782805,"2019-11-11","2019-08-29"
"1868","KNSA",-0.630905,32.88,8.04,16.38,11.38,106289.9,80115.3,-3.3396,"Kiniksa Pharmaceuticals Ltd.",-0.204931,-0.204931,-0.204931,-0.619696,-0.642723,-0.459306,-0.342105,-0.144144,-0.194915,0.017131,-2.76,1.40072566900275,505785477,111,15133220.62,NA,19165000,NA,NA,"2019-10-31",NA
"1869","KNSL",0.687469,103.93,50.34,75.92,94.82,143299.4,134433,2.3096,"Kinsale Capital Group, Inc.",3.459401,3.459401,1.348737,0.632531,0.766206,0.440539,0.100839,0.02373,0.093132,-0.039265,44.02,0.607467566425482,2248228710,190,20505252.222,0.3,22113000,NA,0.00295072292711714,"2019-11-04","2019-08-28"
"1870","KIRK",-0.831016,11.77,1.09,6.01,1.54,1224325,794806.07,-1.0544,"Kirkland's, Inc.",-0.547564,-0.635287,-0.514925,-0.837433,-0.846154,-0.853565,-0.392,0.151515,-0.073171,0.256198,-1.5,0.498189326181131,21946200,7300,12840707.73,NA,13890000,NA,NA,"2019-11-25","2015-06-03"
"1871","KTOV",-0.558511,2.92,0.56,1.0164,0.8429,292240,279240.27,-0.1561,"Kitov Pharma Ltd.",-0.667712,-0.667712,-0.453608,-0.563936,0.093067,-0.392741,-0.024048,0.127338,-0.012408,-0.046301,-5.32,1.33829658207447,NA,10,NA,NA,NA,NA,NA,"2019-11-27",NA
"1872","KTOVW",-0.589041,1.05,0.11,0.5133,0.2842,54643.5,74884.3,NA,"Kitov Pharma Ltd.",-0.571428571428571,-0.571428571428571,-0.318181818181818,-0.589041095890411,0.25,-0.444444444444444,-0.142857142857143,-0.142857142857143,0.111111111111111,0.111111111111111,NA,-1.29176672169665,NA,NA,NA,NA,0,NA,NA,NA,NA
"1873","KLAC",0.443164,155.33,80.65,115.84,137.1,2167310.4,1745207.67,7.5655,"KLA Corp.",2.443216,0.981081,0.2399,0.436348,0.645694,0.280031,0.348567,0.106419,0.09388,-0.009074,19.87,1.47818078017078,23939361920,10020,158907070.104,3,159256000,NA,0.0199574241617882,"2019-10-24","2019-08-14"
"1874","KLXE",-0.60273,36.13,9.52,22.14,13.76,289719.4,328931.3,-0.3289,"KLX Energy Services Holdings, Inc.",0.008121,0.008121,0.008121,-0.588713,-0.543967,-0.569498,-0.456892,-0.112261,-0.181351,0.073147,-32.75,1.33302990408982,254225850,1400,20852090.48,NA,23605000,NA,NA,"2019-12-04",NA
"1875","KOD",0.475394,15.25,5.65,9.27,12.44,126005,89850.27,-1.2015,"Kodiak Sciences, Inc.",-0.262795,-0.262795,-0.262795,0.382874,0.914169,1.021583,0.175732,0.223868,0.093385,0.211207,-12.48,-0.164441236986593,553595690,28,27829318.119,NA,36931000,NA,NA,"2019-11-15",NA
"1876","KOPN",-0.610995,2.45,0.7205,1.2287,1.0491,856576.7,492606.93,-0.4912,"Kopin Corp.",-0.757646,-0.597444,-0.704225,-0.622189,-0.309636,-0.54253,-0.339652,-0.296852,-0.420305,-0.167598,-1.59,1.57659668806917,65746843,180,68968514.404,NA,84086000,NA,NA,"2019-11-05",NA
"1877","KRNT",0.573892,32.26,16.1,25.16,29.36,259424.4,269303.23,0.2573,"Kornit Digital Ltd.",1.01,1.01,0.25625,0.56798,0.710371,0.396053,0.111771,0.141269,0.047729,0.085977,124.17,1.12191706842193,1289981250,444,40375000,NA,40375000,NA,NA,"2019-11-11",NA
"1878","KOSS",-0.325342,3.18,1.73,2,1.96,26746.6,65138.63,0.0578,"Koss Corp.",-0.770154,-0.563991,-0.00495,-0.339041,-0.015306,-0.076555,-0.039801,-0.005155,0,-0.010256,34.08,0.259677284453001,14587850,37,1470240.535,NA,7405000,NA,NA,NA,NA
"1879","KWEB",-0.080976,50.39,36.03,43.48,42.13,880715.6,1380047.1,NA,"KraneShares CSI China Internet ETF",0.827626,0.532546,0.050985,-0.088356,0.184919,-0.03473,0.061843,0.108978,0.081469,0.020891,NA,1.32239059476815,NA,NA,NA,NA,0,NA,NA,NA,NA
"1880","KTOS",0.437412,25.08,11.91,17.96,21.13,1419344.6,1502463.6,0.1279,"Kratos Defense & Security Solutions, Inc.",-0.730653,1.172973,0.729032,0.40647,0.441961,0.256281,-0.090082,0.121076,-0.057049,0.064963,159.81,1.29344376140287,2168786200,2600,103200800.045,NA,106105000,NA,NA,"2019-11-11",NA
"1881","KRYS",1.524958,51.66,14.3,32.04,45.05,181264.9,137675.73,-1.1952,"Krystal Biotech, Inc.",1.967105,1.967105,1.967105,1.492989,0.946147,1.238167,0.451192,0.046129,-0.069889,0.040496,-37.67,1.12624322503779,778846000,37,10734252.1,NA,17300000,NA,NA,"2019-11-04",NA
"1882","KLIC",-0.071371,25.61,17.4,21.68,21.54,359283.7,375321.77,0.5172,"Kulicke & Soffa Industries, Inc.",3.947034,0.644366,0.10716,-0.074209,0.12574,0.00617,0.064336,0.081478,0.054017,0.06832,44.28,1.43450336290431,1452043200,2912,62008141.584,0.48,63408000,"2019-09-26",0.0209606986899563,"2019-11-19","2019-09-26"
"1883","KURA",-0.076081,21.42,10.2,16.28,18.06,223498.1,203687.57,-1.569,"Kura Oncology, Inc.",0.068,0.068,0.789944,-0.069741,0.124739,0.024762,-0.12851,-0.109272,-0.177789,0.039279,-10.22,1.52377982910579,724796450,43,39944965.675,NA,45215000,NA,NA,"2019-11-06",NA
"1884","KRUS",0.007649,28.16,14.75,22.84,22.84,150028.1,199763.73,0.1824,"Kura Sushi USA, Inc.",NA,NA,NA,0.041815,0.041815,0.041815,0.041815,-0.002441,0.041815,-0.125054,108.33,0.892058982879425,164700588,NA,3334997.115,NA,7335000,NA,NA,"2019-10-30",NA
