"","symbol","week52change","week52high","week52low","day200MovingAvg","day50MovingAvg","avg10Volume","avg30Volume","ttmEPS","companyName","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","peRatio","beta","marketcap","employees","float","ttmDividendRate","sharesOutstanding","nextDividendDate","dividendYield","nextEarningsDate","exDividendDate"
"1550","HOVNP",-0.341847,5.5,1.65,3.02,3.09,8423.9,4050.7,NA,"Hovnanian Enterprises, Inc.",-0.868526,-0.756278,-0.528571,-0.341847,0.425532,0.288412,-0.011799,0.116667,0.084142,-0.042857,NA,0.715129526193332,19925800,NA,NA,NA,0,NA,NA,NA,NA
"1551","HBMD",-0.11027,19.52,12.6,14.35,14.74,22746.3,19126.93,0.5497,"Howard Bancorp, Inc. (Maryland)",0.171094,0.326549,-0.204775,-0.124865,0.128223,0.169798,0.154779,0.083668,0.079333,0.072896,29.94,0.774749871043997,314073260,337,11865100.068,NA,19081000,NA,NA,"2019-10-24",NA
"1552","HTGM",-0.805558,5.46,0.7101,2.127,1.1754,269243,233840.4,-0.6,"HTG Molecular Diagnostics, Inc.",-0.814815,-0.814815,-0.335937,-0.801365,-0.703519,-0.650437,-0.627674,-0.244811,-0.39812,-0.075635,-1.31,0.836586581575073,22504992,107,25560742.56,NA,28720000,NA,NA,"2019-11-13",NA
"1553","HTHT",0.263411,45.39,24.9,34.54,33.31,1055700.2,1273391.1,0.5053,"Huazhu Group Ltd.",10.520115,6.795819,1.160604,0.292297,0.30804,0.062182,0.188864,0.175477,0.193016,0.07096,72.71,1.70316549783186,NA,15699,283002412.23688,NA,NA,NA,NA,"2019-11-13","2018-12-31"
"1554","HUBG",-0.034346,49.35,34.02,41.78,41.73,197080.1,229250.47,2.5127,"Hub Group, Inc.",26.838081,0.008035,0.244504,-0.04712,0.223118,0.03621,0.081531,0.08566,0.049838,0.041667,18.35,1.09803650343959,1571396339,5400,32020470.153,NA,33417000,NA,NA,"2019-10-28",NA
"1555","HSON",-0.244304,17.2,10.26,13.8,11.8,7613.2,6991.67,-1.2289,"Hudson Global, Inc.",-0.759387,-0.543605,0.012903,-0.241772,-0.185034,-0.211842,-0.040064,-0.018033,0.146411,0.01947,-9.72,-0.165041636747175,35342400,350,2584038.56,NA,2960000,NA,NA,"2019-11-04","2016-06-10"
"1556","HDSN",-0.499786,2.25,0.3029,1.2325,0.5865,1119983.5,1270275,-0.9353,"Hudson Technologies, Inc.",0.56,-0.40184,-0.727654,-0.471429,-0.321101,-0.604278,-0.447761,0.653631,0.233333,0.315322,-0.75,0.610023497864985,29841184,243,29718247.98,NA,42612000,NA,NA,"2019-10-28",NA
"1557","HHT",-0.343115,6.8,1.9,3.05,3.29,76585.9,107066.87,-3.0334,"Huitao Technology Co. Ltd.",NA,NA,NA,-0.326015,0.038194,0.068162,0.017007,-0.022876,-0.140805,0.052817,-0.96,1.14806357232025,20180850,269,4142462.745,NA,6935000,NA,NA,NA,NA
"1558","HBAN",-0.06468,16.05,11.12,13.38,13.51,9695031.5,8659074.6,1.28,"Huntington Bancshares, Inc.",-0.263325,0.525683,0.069732,-0.071021,0.206755,0.052443,0.090841,0.135659,0.079587,0.081979,11.52,0.924105076718532,15308140000,15693,1025808320.88,0.56,1037840000,"2019-09-16",0.0379661016949153,"2019-10-23","2019-09-16"
"1559","HBANN",0.029251,27.43,24.14,26.07,26.63,6037.4,3784.8,NA,"Huntington Bancshares, Inc.",0.01761,0.01761,0.031706,0.03929,0.071141,-0.004111,0.020174,0.000375,-0.009294,-0.012963,NA,-0.0131618259265836,27388597600,NA,NA,NA,0,NA,NA,NA,NA
"1560","HBANO",0.016024,27.23,24.25,26.07,26.52,35160.1,30383.77,NA,"Huntington Bancshares, Inc.",0.06364,0.06364,-0.041986,0.031286,0.085542,0.027757,0.018048,0.023089,0.023089,0.006704,NA,0.105421229663607,27637679200,NA,NA,NA,0,NA,NA,NA,NA
"1561","HURC",-0.259955,45.95,31.06,37.09,33.41,31983.4,26527.1,3.4897,"Hurco Cos., Inc.",23.09697,0.552519,0.343243,-0.270917,-0.096729,-0.212231,-0.088392,-0.021321,-0.019555,0.046228,9.48,0.936240393979126,223852360,800,6357440.859,0.46,6767000,NA,0.0139056831922612,NA,"2019-06-28"
"1562","HURN",0.300522,64.39,44.78,51.7,58.11,113120.3,105923.97,1.1576,"Huron Consulting Group, Inc.",1.630159,-0.270473,0.113326,0.31954,0.250297,0.331506,0.228166,0.046057,0.06189,0.015439,53.76,0.802062690008978,1426560520,3269,22414674.568,NA,22924000,NA,NA,"2019-10-28",NA
"1563","HCM",-0.232099,39.68,19.2,25.68,21.02,127050,218613.53,-0.5594,"Hutchison China MediTech Ltd.",1.24403,1.24403,0.567779,-0.222928,-0.033772,-0.213214,-0.185281,0.09602,0.062711,0.033302,-38.92,0.895128696742174,NA,714,NA,NA,NA,NA,NA,"2019-11-15",NA
"1564","HBP",-0.634888,5.75,1.56,2.54,2.36,36762.8,21980.1,-0.7712,"Huttig Building Products, Inc.",0.34878,-0.378652,-0.613827,-0.59432,0.075269,-0.322034,-0.245283,-0.166667,-0.082569,-0.052133,-2.33,0.495310838510481,47777400,1360,21274692.274,NA,26543000,NA,NA,"2019-10-21",NA
"1565","HVBC",-0.045161,16.74,14.25,15.25,14.41,5410.8,3849.8,0.4335,"HV Bancorp, Inc.",0.1485,0.1485,0.107193,-0.060413,-0.032319,-0.10488,-0.085207,0.02129,0.009958,0.008636,34.14,0.0690426064489607,33581200,NA,1817816.157,NA,2269000,NA,NA,NA,"2018-03-07"
"1566","HYRE",0.140078,8.03,1.53,4.08,3.17,201733.7,237351.93,-0.6888,"HyreCar, Inc.",0.094118,0.094118,0.094118,0.108949,0.130952,-0.592275,-0.377729,0.014235,-0.089457,-0.092357,-4.25,0.980072361384603,47931870,87,12469042.467,NA,16359000,NA,NA,"2019-11-11",NA
"1567","IDSY",-0.03125,7.24,4.76,5.78,5.69,35812.2,24027.6,-0.4825,"I.D. Systems, Inc.",0.199575,0.132265,-0.110236,-0.110197,-0.072041,-0.138535,0.009328,-0.05913,-0.116013,0.013109,-12.21,0.635865487453168,108658720,138,16224407.216,NA,18448000,NA,NA,"2019-11-11",NA
"1568","IIIV",-0.061496,31.44,17.14,24.13,25.19,197802,248644.97,-0.1275,"i3 Verticals, Inc.",0.348229,0.348229,0.348229,-0.057366,-0.166734,-0.052583,-0.159574,-0.041531,-0.270597,-0.074358,-160.39,1.19666980594613,559259177,338,14306797.962,NA,14426000,NA,NA,"2019-11-27",NA
"1569","IAC",0.022207,268.72,158.29,217.94,242.3,766132.2,897523.73,6.4429,"IAC/InterActiveCorp.",1.214147,2.686673,1.272501,0.03376,0.275854,0.113015,-0.003553,-0.040154,-0.036776,-0.060583,35.29,1.01237781599927,19168522220,7800,77708365.218,NA,78509000,NA,NA,"2019-10-28",NA
"1570","IBKC",-0.088614,86.2,60.82,73.89,73.08,343895.6,282556.63,7.7074,"IBERIABANK Corp.",1.454463,0.310839,-0.014052,-0.107729,0.146279,-0.004214,0.010422,0.058659,0.009613,0.092459,10.02,0.933614318863175,4067149440,3441,51607934.976,1.66,52656000,"2019-09-27",0.0214914552045572,"2019-10-18","2019-09-27"
"1571","IBKCN",0.048226,27.24,24.96,26.08,26.56,14977.1,12022.3,NA,"IBERIABANK Corp.",0.016341,0.016341,0.016341,0.056198,0.056198,0.056198,0.020019,0.000755,-0.001131,-0.018155,NA,0.0213861295444496,1384852800,NA,NA,NA,0,NA,NA,NA,NA
"1572","IBKCO",0.023783,28.57,24.7,26.74,27.47,7109.8,5127.23,NA,"IBERIABANK Corp.",0.046429,0.046429,-0.035832,0.033445,0.082581,0.03614,0.027667,0.012009,0.013406,-0.005009,NA,0.0846269846519182,1450672800,NA,NA,NA,0,NA,NA,NA,NA
"1573","IBKCP",0.015062,28.92,24.43,26.84,27.76,7222.5,5549.63,NA,"IBERIABANK Corp.",0.07784,0.07784,-0.041875,0.012197,0.07248,0.025114,0.020448,-0.004624,-0.003887,-0.011616,NA,0.14308914982315,1454885280,NA,NA,NA,0,NA,NA,NA,NA
"1574","ICAD",1.452632,7.45,2.42,5.4,6.38,61137.8,75185.2,-0.6973,"iCAD, Inc.",-0.387283,-0.243937,0.039216,1.445614,0.848806,0.548889,0.157807,0.097638,0.020498,0.127832,-10.02,0.913768731896342,134641380,97,16905679.54,NA,19262000,NA,NA,"2019-11-12",NA
"1575","IEP",0.008169,79.37,50.33,70.33,72.03,95768.4,111494.93,4.199,"Icahn Enterprises LP",6.583333,-0.22937,0.438735,0.00401,0.122364,-0.055998,-0.041678,-0.039636,-0.126728,-0.000591,16.17,1.08023669852277,13681281880,29034,201408906.545,7.5,201551000,NA,0.110489098408957,"2019-11-11","2019-08-12"
"1576","ICCH",-0.110013,15.25,12.75,13.87,13.72,1284.2,979.77,0.3886,"ICC Holdings, Inc.",-0.024306,-0.024306,-0.110759,-0.110013,-0.031888,-0.016739,-0.029566,-0.035,-0.024549,-0.011278,34.77,-0.0124123994651466,44623530,97,909464.535,NA,3303000,NA,NA,NA,NA
"1577","ICFI",-0.030662,86.38,60.22,74.27,81.52,138922.6,128203.43,3.4664,"ICF International, Inc.",5.320816,1.063699,0.633544,-0.032177,0.186939,0.012541,0.035367,-0.064862,-0.068044,-0.032909,22.16,0.67337117871759,1443370980,6000,18088940.649,0.56,18789000,NA,0.00728976828950794,"2019-11-04","2019-09-12"
"1578","ICHR",0.171159,27.12,14.23,21.64,23.18,195385.9,192743.17,0.6319,"Ichor Holdings Ltd.",1.632549,1.632549,0.291813,0.166217,0.546158,0.281975,0.158411,0.196865,0.055714,0.111301,41.26,1.59241972310485,585141150,1490,22089695.65,NA,22445000,NA,NA,"2019-11-04",NA
"1579","ICLK",-0.40239,5.89,2.72,3.92,3.4,86395,78622.8,-0.6486,"iClick Interactive Asia Group Ltd.",-0.557778,-0.557778,-0.557778,-0.40239,-0.068323,-0.308756,-0.210526,-0.147727,-0.210526,-0.03537,-4.63,0.558203055218303,NA,508,NA,NA,NA,NA,NA,"2019-11-27",NA
"1580","ICLR",0.02706,165.13,118.1,142.01,154,241297.5,209372.1,6.5274,"ICON plc",25.455056,2.670304,0.618584,0.024457,0.170659,0.129115,0.031026,-0.041595,-0.034042,-0.038637,22.97,1.02024573557214,8107523680,13670,53344390.864,NA,54079000,NA,NA,"2019-10-23",NA
"1581","ICON",-0.180258,5.4,0.65,1.43,1.26,238581,229984.2,-4.3566,"Iconix Brand Group, Inc.",-0.79726,-0.996474,-0.97852,-0.237687,0.625571,-0.373019,1.373333,0.249123,1.01654,-0.096447,-0.44,1.44111826860512,22215210,122,10216007.433,NA,11631000,NA,NA,"2019-12-16",NA
"1582","ICUI",-0.42443,303.05,151.01,227.47,204.64,250217.9,313694.9,2.2691,"ICU Medical, Inc.",7.646737,3.194906,0.50734,-0.434506,-0.291661,-0.319188,-0.331676,-0.048596,-0.373261,0.025452,71.75,0.708555303056793,3364424800,8100,19202909.198,NA,20666000,NA,NA,"2019-11-07",NA
"1583","IPWR",-0.321484,10.1,2.03,3.65,3.57,55492,42884.1,-5.6081,"Ideal Power, Inc.",-0.926617,-0.953262,-0.829304,-0.282844,0.657143,0.12594,0.440994,0.407767,0.254393,0.174684,-0.78,0.189096129355705,6463397,7,NA,NA,1472300,NA,NA,"2019-11-11",NA
"1584","IDEX",-0.656051,5.1,1.11,1.67,1.83,683260.7,553677.33,0.0596,"Ideanomics, Inc.",0.054815,-0.261411,-0.434921,-0.658174,0.186616,-0.006173,-0.110497,-0.165803,-0.134409,0.012579,27.18,1.35345671996347,118490040,50,41523005.968,NA,73142000,NA,NA,NA,NA
"1585","IDYA",-0.303843,16.89,5.42,8.44,7.13,18158.1,13958.77,NA,"IDEAYA Biosciences, Inc.",NA,NA,NA,-0.287757,-0.287757,-0.287757,-0.251643,0.108484,0.127298,0.153401,NA,0.766934028842929,158199320,58,9662140.24,NA,20308000,NA,NA,"2019-11-27",NA
"1586","INVE",-0.207547,6.86,3.34,4.96,4.88,23477.5,37187.97,-0.0852,"Identiv, Inc.",-0.801894,-0.324289,-0.069395,-0.198113,0.307692,-0.069343,0.034483,-0.019231,0.051546,0.024096,-59.15,0.227578283045194,84646800,273,13937851.395,NA,16795000,NA,NA,"2019-11-11",NA
"1587","IDRA",-0.61715,10.1,2.08,2.99,2.53,306012.9,193851.3,-1.6632,"Idera Pharmaceuticals, Inc.",-0.915026,-0.800703,-0.724306,-0.637681,-0.147727,0.071429,0.003344,0.25523,0.171875,0.075269,-1.91,2.21533603916373,91435480,36,23006233.996,NA,28844000,NA,NA,"2019-11-08",NA
"1588","IDXX",0.064904,292.17,176.11,236.71,279.46,413253.2,406162.1,4.7092,"IDEXX Laboratories, Inc.",28.161216,2.893647,0.558085,0.087288,0.485531,0.291391,0.014561,-0.0351,0.01025,-0.060388,56.37,1.26036876828805,22854312300,8377,84718844.57,NA,86090000,NA,NA,"2019-10-31",NA
"1589","IESC",0.068063,20.56,14.61,17.93,18.7,20576.1,19929.37,1.3269,"IES Holdings, Inc.",-0.23913,1.878289,0.052632,0.048168,0.254386,0.095785,0.079827,0.043796,0.127252,0.064327,15.37,0.585136368952484,432806400,4564,20169987.552,NA,21216000,NA,NA,NA,NA
"1590","IROQ",-0.101396,24.95,18.7,20.73,21.41,681.2,1984.63,1.0261,"IF Bancorp, Inc.",0.718937,0.251365,0.003,-0.09688,0.065375,0.028037,0.067961,0.040189,0.030445,0.028037,21.33,0.224238727597526,78322420,105,2656919.038,0.275,3578000,"2019-09-20",0.0125628140703518,NA,"2019-09-20"
"1591","IFMK",-0.38125,3.52,0.8,1.3,1.9,114919.9,243443.9,-0.837,"iFresh, Inc.",-0.914941,-0.914941,-0.922433,-0.3875,1.109795,0.42029,0.902913,-0.136564,0.088889,-0.005076,-2.37,1.32463872326168,36334980,376,8515542.987,NA,18351000,NA,NA,NA,NA
"1592","IHRT",-0.196667,19,12.72,15.45,14.54,360705.4,347767.9,1.025,"iHeartMedia, Inc.",NA,NA,NA,-0.198333,-0.198333,-0.198333,-0.098125,0.101527,-0.037358,0.035894,14.11,-0.272677149316484,454550100,18300,30931505.605,NA,31435000,NA,NA,"2019-11-06",NA
"1593","INFO",0.223805,68.88,44.52,57,65.02,2108279.6,1805136.2,1.1259,"IHS Markit Ltd.",1.134082,1.134082,0.295294,0.218575,0.424926,0.242324,0.140229,0.042104,0.055122,-0.005007,60.27,0.979179180044596,27218646000,14900,398390168.4,NA,401100000,NA,NA,"2019-09-24",NA
"1594","IIVI",-0.129299,49.1,29.31,36.76,38.19,678338.5,750109.47,1.6909,"II-VI, Inc.",7.984685,1.802548,0.300493,-0.12569,0.289292,0.036757,0.184014,0.045443,0.042796,0.056982,24.25,1.94468592527563,2608687110,12487,59691290.18,NA,63611000,NA,NA,"2019-10-29",NA
"1595","IKNX",-0.413333,12.99,5.84,7.78,6.64,2230.6,2690,-0.2248,"IKONICS Corp.",1.723881,-0.74386,-0.153132,-0.37619,-0.245131,-0.178168,-0.160256,0.007692,-0.083916,0.042778,-27.4,0.110007269472841,12202960,82,1011060.799,NA,1981000,NA,NA,NA,NA
"1596","ILMN",-0.154533,380.76,263.3,310.46,299.02,1441256.8,1022912.6,6.3786,"Illumina, Inc.",274.220339,1.293017,0.758787,-0.164058,0.010186,-0.034872,-0.128223,0.012007,-0.013724,0.101926,47.17,1.48485970519727,44233770000,7300,146437578,NA,1.47e+08,NA,NA,"2019-10-22",NA
"1597","IMAC",0.078804,7.2,2.6,4.14,3.9,6080.1,16379.9,-0.7657,"IMAC Holdings, Inc.",0.11375,0.11375,0.11375,0.078804,0.078804,0.305921,-0.158898,-0.091533,0.134286,0,-5.18,-1.08161172101982,33375790,NA,3866723.987,NA,8407000,NA,NA,"2019-11-27",NA
"1598","IMACW",NA,NA,NA,NA,NA,NA,NA,NA,"IMAC Holdings, Inc.",0,0,0,0,0,0,0,0,0,0,NA,NA,6137110,NA,NA,NA,0,NA,NA,NA,NA
"1599","ISNS",-0.237398,6.25,4.05,5.03,4.95,2634.6,5041.73,0.4447,"Image Sensing Systems, Inc.",0.009747,0.215962,0.523529,-0.21626,-0.016327,-0.036,0,-0.036,-0.080153,-0.016327,10.55,0.45382882465535,24899210,53,4257016.341,NA,5309000,NA,NA,NA,NA
"1600","IMBI",-0.515703,1.3,0.3201,0.4695,0.4559,351424.6,305433.83,-0.7344,"iMedia Brands, Inc.",NA,NA,NA,-0.528906,0.34,0.656593,0.373576,0.526582,0.430605,-0.027419,-0.84,0.0965654093808076,47589723,1130,62416236.33,NA,76770000,NA,NA,"2019-11-18",NA
"1601","IMMR",-0.219065,11.12,7.02,8.56,7.91,251563.2,305032.83,-0.88,"Immersion Corp.",7.315789,-0.06601,0.11007,-0.215399,-0.044643,0.02148,0.172603,0.042631,0.074028,0.051597,-9.68,0.878077122830248,269947680,64,29630243.12,NA,31684000,NA,NA,"2019-10-31",NA
"1602","ICCC",-0.312201,9.3,5.15,6.57,5.89,7578.4,4827.07,-0.2981,"ImmuCell Corp.",2.102564,0.723647,0.104015,-0.357656,-0.237216,-0.214752,-0.180153,-0.105745,-0.105,0.042718,-19.29,0.507059741409831,41457500,51,5173499.45,NA,7210000,NA,NA,NA,NA
"1603","IMUX",-0.286145,46.8,6.04,11.54,13.6,55881.5,37518.3,-23.8074,"Immunic, Inc.",NA,NA,NA,-0.310518,0.646692,0.476784,0.464819,0.014022,0.03386,-0.003626,-0.6,1.34099446349158,143522460,10,3111409.482,NA,10093000,NA,NA,"2019-11-11",NA
"1604","IMGN",-0.657667,9.84,1.76,3.33,2.6,1315663.9,1681289.73,-1.1805,"ImmunoGen, Inc.",0.32,-0.713293,-0.12234,-0.654428,-0.330544,0.176471,0.46789,0.111111,0.39738,0.126761,-2.69,1.66518233080263,475135450,296,147659207.75,NA,149885000,NA,NA,"2019-11-01",NA
"1605","IMMU",-0.260504,24.99,11.55,15.51,14.45,2731636.7,2142765.43,-1.7132,"Immunomedics, Inc.",4.528302,3.665605,1.13246,-0.304732,0.049399,-0.124234,0.233909,0.027451,0.087889,0.191812,-9.76,1.55286560659326,3209872160,346,173318890.268,NA,191978000,NA,NA,"2019-11-07",NA
"1606","IMRN",-0.682418,10.14,2.23,5.26,3.05,13616.8,17866.63,-0.9125,"Immuron Ltd.",-0.384321,-0.384321,-0.384321,-0.697802,-0.526319,-0.605452,-0.083333,-0.13522,-0.141912,0.011029,-3.17,0.329814926587392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","IMRNW",-0.38342,9.04,1.1,2.88,1.56,313.8,205.5,NA,"Immuron Ltd.",-0.118518518518519,-0.118518518518519,-0.118518518518519,-0.383419689119171,0.0347826086956522,-0.660968660968661,-0.338888888888889,-0.260869565217391,-0.00833333333333334,-0.260869565217391,NA,0.752738078561039,387150390,NA,NA,NA,0,NA,NA,NA,NA
"1608","IMMP",-0.506623,4.16,1.27,1.92,1.52,21533.3,24812.9,-0.4041,"Immutep Ltd.",-0.951661,-0.417994,-0.233202,-0.504116,-0.256174,-0.340253,-0.152303,0.048951,-0.013158,0.056338,-3.69,0.594178786081863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","PI",0.323071,40.24,13.25,24.13,35.67,293947.6,298809.63,-1.1284,"Impinj, Inc.",0.625487,0.625487,-0.233937,0.313075,1.204027,0.815368,0.262591,-0.136017,-0.111712,-0.065984,-29.32,1.9112076793362,731785350,282,18998642.66,NA,22115000,NA,NA,"2019-11-11",NA
"1610","IMV",-0.42963,7.07,2.25,4.06,2.88,6142.1,6691.93,-0.4196,"IMV, Inc.",0.384104,0.852767,0.23119,-0.452176,-0.421875,-0.285024,-0.168539,0.147287,0.068592,0.096296,-7.34,0.747526357625791,155884960,NA,40751618.324,NA,50612000,NA,NA,"2019-11-07",NA
"1611","INCY",0.132632,89.3,57,79.12,81.4,1279577.3,1198634.5,1.4307,"Incyte Corp.",27.333333,0.63493,-0.278377,0.127297,0.196822,-0.10569,-0.003928,-0.082278,-0.103477,-0.040005,53.42,1.11872219108694,16437570810,1367,213191830.827,NA,215067000,NA,NA,"2019-10-30",NA
"1612","INDB",-0.156073,91.4,64.68,76.26,71.94,99051.4,92359,4.42,"Independent Bank Corp. (Massachusetts)",3.082628,1.255776,0.273602,-0.167166,0.041476,-0.078773,0.04963,0.051099,0.010634,0.092868,17.21,0.927699332950338,2614641360,1188,33705194.681,1.64,34367000,NA,0.0215562565720294,"2019-10-17","2019-06-28"
"1613","IBCP",-0.108489,25.13,18.94,21.61,20.6,85838.6,82128.73,1.7715,"Independent Bank Corp. (Michigan)",-0.869203,0.725118,-0.016216,-0.134161,-0.021067,-0.095979,-0.046946,0.041854,-0.007594,0.08963,12.15,0.807489795348389,484403470,976,21484340.098,0.66,22499000,NA,0.0306549001393405,"2019-10-24","2019-08-05"
"1614","IBTX",-0.182209,69.17,44.13,53.33,52.59,283292.4,223340.37,4.2742,"Independent Bank Group, Inc.",0.917575,0.152744,-0.085297,-0.198006,0.076369,-0.07073,-0.016366,0.027712,-0.041781,0.05296,12.47,1.04599090036933,2290040680,1087,35329632.655,0.78,42949000,NA,0.0146286571642911,"2019-10-22","2019-08-02"
"1615","ILPT",-0.057865,23.51,18.03,20.5,21.26,229865.7,189897.3,1.021,"Industrial Logistics Properties Trust",-0.126767,-0.126767,-0.126767,-0.057008,0.121877,0.04712,0.13227,0.033835,0.033835,0.015697,21.53,0.547620781261885,1430634240,NA,64215169.92,1.32,65088000,NA,0.0600545950864422,"2019-10-25","2019-07-26"
"1616","IDSA",-0.5,2.44,0.6105,1.18,1,27946.5,65279.73,-0.3762,"Industrial Services of America, Inc.",1.249888,-0.686192,0.442308,-0.5,0.017857,-0.088,0.02712,0.282917,0.291492,-0.017241,-3.03,0.575186051842539,9303540,83,4418773.45,NA,8161000,NA,NA,NA,NA
"1617","INFN",-0.253482,7.5,2.8,4.17,4.24,3191584.8,2979641.67,-2.2841,"Infinera Corp.",-0.776199,-0.461538,-0.525296,-0.235376,0.362283,0.122699,0.684049,0.148536,0.467914,0.041746,-2.35,1.19707973873591,961567920,3876,175004105.661,NA,179397000,NA,NA,"2019-10-21",NA
"1618","INFI",-0.424528,2.92,1,1.47,1.39,70895.1,82296.63,-0.3352,"Infinity Pharmaceuticals, Inc.",-0.844545,-0.806122,-0.039326,-0.419811,-0.016,-0.201299,-0.23125,-0.075188,-0.121429,0.069565,-3.64,1.14569926227804,69572940,25,54947681.526,NA,57027000,NA,NA,"2019-11-04",NA
"1619","IFRX",-0.908485,53.1,2.45,25.36,2.91,406816,580955,-1.8498,"InflaRx NV",1.975984,1.975984,1.975984,-0.908485,-0.913467,-0.937616,-0.10119,0.135338,0.052265,0.030717,-1.63,0.706386743176691,78429400,38000,17422571.81,NA,25970000,NA,NA,"2019-11-20",NA
"1620","III",-0.439759,5.09,2.19,3.52,2.67,66273.2,54738.03,0.0591,"Information Services Group, Inc.",-0.520325,-0.290581,0.072727,-0.451807,-0.34375,-0.365116,-0.149533,0.070588,0.00738,0.003676,47.21,0.729794542215125,132198291,1310,30927671.7222,NA,47382900,NA,NA,"2019-11-11","2015-01-13"
"1621","IEA",-0.552381,11.06,1.81,5.21,3.19,67006.1,217135.7,-0.0989,"Infrastructure & Energy Alternatives, Inc.",-0.530697,-0.530697,-0.540733,-0.566667,-0.47093,-0.289062,0.506623,0.903766,0.697761,0.163683,-47.52,0.398874432532074,104584400,2250,19237521.56,NA,22252000,NA,NA,"2019-11-07",NA
"1622","IEAWW",0.060241,1.69,0.66,1.1507,0.915,834.3,5991,NA,"Infrastructure & Energy Alternatives, Inc.",2.82608695652174,2.82608695652174,2.03448275862069,0.0602409638554217,-0.0927835051546392,-0.296,0.257142857142857,-0.0537634408602151,-0.12,-0.0537634408602151,NA,0.234759140398349,1998230,NA,NA,NA,0,NA,NA,NA,NA
"1623","IMKTA",0.210771,43.65,25.57,30.68,34.78,140433.3,111175.4,4.0143,"Ingles Markets, Inc.",1.880165,0.048514,-0.338553,0.222707,0.511879,0.429058,0.319925,0.229508,0.349614,0.046599,10.36,0.684066106954356,589621430,26000,14129492.873,0.66,14177000,NA,0.0158691993267612,NA,"2019-07-10"
"1624","INMD",1.098747,29.24,13.06,21.41,21.41,1421591.6,1229209.62,NA,"InMode Ltd.",NA,NA,NA,1.014738,1.014738,1.014738,1.014738,0.952857,1.014738,0.13256,NA,2.13316048384837,910619520,189,11907341.418,NA,31974000,NA,NA,"2019-11-27",NA
"1625","INMB",-0.246558,11.5,5.06,8.7,7.61,25196.3,45038.53,-0.5714,"Inmune Bio, Inc.",0.314143,0.314143,0.314143,-0.225282,-0.225282,-0.174667,-0.409351,0.014754,-0.298186,-0.019017,-10.54,0.146033154335109,65016000,3,3623151.6,NA,10800000,NA,NA,"2019-11-27",NA
"1626","INWK",-0.452926,8.12,2.58,3.99,3.95,156919.6,314740.8,-1.5046,"InnerWorkings, Inc.",-0.6689,-0.515406,-0.67754,-0.46056,0.046914,0.089974,0.052109,-0.030857,0.201133,0.041769,-2.86,0.975177490738349,223346300,2100,41572901.167,NA,51941000,NA,NA,"2019-11-08",NA
"1627","INOD",0.032258,2.05,0.88,1.3,1.21,15947.7,26702.37,-0.0141,"Innodata, Inc.",0.230769,-0.635179,-0.321212,0.040323,-0.162338,-0.122449,0.296092,-0.017667,0.040323,0.02381,-90.78,0.476864414781493,33218560,3147,23169841.792,NA,25952000,NA,NA,NA,NA
"1628","IPHS",-0.250169,46.65,22.57,28.83,27.88,121106.8,94182.43,1.4787,"Innophos Holdings, Inc.",1.755592,-0.404902,-0.233817,-0.282985,0.287848,0.0156,0.139286,0.14255,0.194309,0.124824,22.56,0.969725191681634,656891760,1485,19323684.086,1.92,19691000,NA,0.0575539568345324,"2019-10-30","2019-08-22"
"1629","IOSP",0.252265,97.18,53.07,80.49,89.07,145194.2,134613.93,3.7641,"Innospec, Inc.",10.855372,1.028996,0.327217,0.240709,0.529545,0.131768,0.103609,0.082369,0.021626,0.085727,25.33,1.22466978390066,2334984960,2000,24100712.79,0.95,24486000,NA,0.00996224832214765,"2019-11-05","2019-05-20"
"1630","INNT",-0.818331,8.78,0.728,1.68,0.98,174872.1,176567.5,-0.4405,"Innovate Biopharmaceuticals, Inc.",-0.958152,-0.958152,-0.783099,-0.819967,-0.529915,-0.490741,-0.090909,0.325301,0.089109,0.25,-2.52,0.997265062386025,39831240,8,22994754.272,NA,35884000,NA,NA,"2019-11-13",NA
"1631","ISSC",0.660305,5.94,2.02,3.64,5.02,11472.6,26994.7,0.026,"Innovative Solutions & Support, Inc.",-0.081904,-0.449612,0.049737,0.646592,0.972603,0.411765,0.00232,-0.220217,-0.214545,-0.029213,167.31,0.191289556096664,73554150,55,11304309.042,NA,16909000,NA,NA,"2019-12-17",NA
"1632","INVA",-0.224628,20.54,10.76,14.61,12.06,512214.6,453153.87,3.7895,"Innoviva, Inc.",-0.174489,-0.44895,0.281063,-0.214479,-0.328902,-0.185835,-0.186975,0.021108,-0.015267,0.031083,3.02,0.765574967991679,1160668800,6,68058742.08,NA,101280000,NA,NA,"2019-10-21",NA
