"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"3636","BCSF","Bain Capital Specialty Finance, Inc.",3119,"$962.75M","2018","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637","BHGE","Baker Hughes, a GE company",3228,"$22.51B","2017","Energy","Metal Fabrications","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638","BBN","BalckRock Taxable Municipal Bond Trust",3340,"$1.44B","2010","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3639","BLL","Ball Corporation",4192,"$26.7B","n/a","Consumer Durables","Containers/Packaging","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3640","BANC","Banc of California, Inc.",2941,"$741.32M","n/a","Finance","Major Banks","NYSE","Masons of California","San Francisco","California","Hacking",4056,2012,37.77493,-122.419416,"Banc of California, Inc."
"3641","BBVA","Banco Bilbao Viscaya Argentaria S.A.",1908,"$31.67B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3642","BBD","Banco Bradesco Sa",2446,"$64.18B","n/a","Finance","Major Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643","BBDO","Banco Bradesco Sa",4079,"$57.3B","n/a","Finance","Major Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644","BCH","Banco De Chile",3521,"$14.4B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645","BLX","Banco Latinoamericano de Comercio Exterior, S.A.",3109,"$717.98M","1992","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646","BSBR","Banco Santander Brasil SA",389,"$76.55B","2009","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647","BSAC","Banco Santander Chile",3516,"$13.38B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648","BSMX","Banco Santander Mexico, S.A., Institucion de Ban",3989,"$8.52B","2012","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3649","SAN","Banco Santander, S.A.",1596,"$60.89B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3650","CIB","BanColombia S.A.",3863,"$11.97B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3651","BXS","BancorpSouth Bank",3487,"$2.78B","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3652","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Insider",0,2006,35.227087,-80.843127,"Bank of America Corporation"
"3653","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America Corp.","Charlotte","North Carolina","Portable Device",1200000,2005,35.227087,-80.843127,"Bank of America Corporation"
"3654","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Portable Device",18000,2005,35.227087,-80.843127,"Bank of America Corporation"
"3655","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Portable Device",0,2005,35.227087,-80.843127,"Bank of America Corporation"
"3656","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America Corp.","Charlotte","North Carolina","Card Fraud",0,2009,35.227087,-80.843127,"Bank of America Corporation"
"3657","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Portable Device",0,2007,35.227087,-80.843127,"Bank of America Corporation"
"3658","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Unintended Disclosure",0,2011,35.227087,-80.843127,"Bank of America Corporation"
"3659","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Sun City","Florida","Insider",0,2010,27.678056,-82.478889,"Bank of America Corporation"
"3660","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","New York","New York","Insider",300,2011,40.714353,-74.005973,"Bank of America Corporation"
"3661","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Charlotte","North Carolina","Insider",0,2010,35.227087,-80.843127,"Bank of America Corporation"
"3662","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America","Baltimore","Maryland","Unintended Disclosure",0,2014,39.29127,-76.614337,"Bank of America Corporation"
"3663","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","Bank of America",NA,"Maryland","Unintended Disclosure",26,2014,40.760537,-73.97889,"Bank of America Corporation"
"3664","BAC","Bank of America Corporation",1461,"$256.07B","n/a","Finance","Major Banks","NYSE","BMW Bank of North America",NA,NA,"Unknown",54,2018,0,0,"Bank of America Corporation"
"3665","BOH","Bank of Hawaii Corporation",4204,"$3.36B","n/a","Finance","Major Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3666","BMO","Bank Of Montreal",4063,"$43.85B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667","NTB","Bank of N.T. Butterfield & Son Limited (The)",3484,"$1.5B","2016","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3668","BK","Bank Of New York Mellon Corporation (The)",3762,"$39.65B","n/a","Finance","Major Banks","NYSE","Bank of New York Mellon","Pittsburgh","Pennsylvania","Portable Device",12500000,2008,40.440625,-79.995886,"Bank Of New York Mellon Corporation (The)"
"3669","BNS","Bank of Nova Scotia (The)",3924,"$64.94B","n/a","Finance","Major Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670","BKU","BankUnited, Inc.",3596,"$3.02B","2011","Finance","Savings Institutions","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671","BCS","Barclays PLC",4001,"$28.63B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3672","BBDC","Barings BDC, Inc.",363,"$503.14M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673","MCI","Barings Corporate Investors",798,"$323.53M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674","MPV","Barings Participation Investors",3076,"$179.76M","1988","Consumer Services","Miscellaneous","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675","BNED","Barnes & Noble Education, Inc",1606,"$185.67M","2015","Consumer Services","Other Specialty Stores","NYSE","Barnes & Noble","New York","New York","Card Fraud",0,2012,40.714353,-74.005973,"Barnes & Noble Education, Inc"
"3676","B","Barnes Group, Inc.",2002,"$2.27B","n/a","Capital Goods","Metal Fabrications","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3677","GOLD","Barrick Gold Corporation",953,"$33.97B","n/a","Basic Industries","Precious Metals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3678","BAS","Basic Energy Services, Inc.",289,"$34.34M","2005","Energy","Oilfield Services/Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3679","BHC","Bausch Health Companies Inc.",1147,"$7.46B","n/a","Health Care","Major Pharmaceuticals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680","BAX","Baxter International Inc.",4237,"$44.9B","n/a","Health Care","Medical/Dental Instruments","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681","BTE","Baytex Energy Corp",280,"$714.14M","n/a","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682","BBT","BB&T Corporation",2041,"$36.5B","n/a","Finance","Major Banks","NYSE","ABB, Inc.","Cary","North Carolina","Hacking",28012,2017,35.79154,-78.781117,"BB&T Corporation"
"3683","BBAR","BBVA Banco Frances S.A.",1876,"$861.81M","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684","BBX","BBX Capital Corporation",1870,"$404.06M","2017","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685","BCE","BCE, Inc.",3834,"$42.59B","n/a","Public Utilities","Telecommunications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3686","BZH","Beazer Homes USA, Inc.",2808,"$387.86M","1994","Capital Goods","Homebuilding","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687","BDX","Becton, Dickinson and Company",3397,"$68.55B","n/a","Health Care","Medical/Dental Instruments","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688","BDC","Belden Inc",3812,"$2.07B","n/a","Basic Industries","Telecommunications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","BHE","Benchmark Electronics, Inc.",3431,"$996.38M","n/a","Technology","Electrical Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690","BHLB","Berkshire Hills Bancorp, Inc.",3547,"$1.49B","n/a","Finance","Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691","BERY","Berry Global Group, Inc.",3714,"$5.17B","2012","Consumer Non-Durables","Plastic Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692","BBY","Best Buy Co., Inc.",4034,"$17B","n/a","Consumer Services","Consumer Electronics/Video Chains","NYSE","Best Buy","San Francisco","California","Hacking",0,2011,37.77493,-122.419416,"Best Buy Co., Inc."
"3693","BBY","Best Buy Co., Inc.",4034,"$17B","n/a","Consumer Services","Consumer Electronics/Video Chains","NYSE","Best Buy",NA,NA,"Hacking",1,2017,37.09024,-95.712891,"Best Buy Co., Inc."
"3694","BEST","BEST Inc.",3729,"$1.7B","2017","Transportation","Trucking Freight/Courier Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695","BHP","BHP Group Limited",3854,"$124.3B","n/a","Basic Industries","Precious Metals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","BBL","BHP Group Plc",3782,"$109.21B","n/a","Energy","Coal Mining","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697","BIG","Big Lots, Inc.",3257,"$887.43M","n/a","Consumer Services","Department/Specialty Retail Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698","BH","Biglari Holdings Inc.",4235,"$199.58M","2018","Consumer Services","Restaurants","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699","BHVN","Biohaven Pharmaceutical Holding Company Ltd.",3717,"$2.04B","2017","Health Care","Major Pharmaceuticals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3700","BIO","Bio-Rad Laboratories, Inc.",3633,"$10.06B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE","BioReference Laboratories, Inc",NA,"New Jersey","Unintended Disclosure",3563,2016,40.760537,-73.97889,"Bio-Rad Laboratories, Inc."
"3701","BIO","Bio-Rad Laboratories, Inc.",3633,"$10.06B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE","BioReference Laboratories, Inc.",NA,"New Jersey","Physical Loss",1772,2017,37.09024,-95.712891,"Bio-Rad Laboratories, Inc."
"3702","BITA","Bitauto Holdings Limited",596,"$890.41M","2010","Technology","EDP Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703","BJ","BJ&#39;s Wholesale Club Holdings, Inc.",3420,"$3.59B","2018","Consumer Services","Department/Specialty Retail Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704","BKH","Black Hills Corporation",4143,"$4.68B","n/a","Public Utilities","Electric Utilities: Central","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705","BKI","Black Knight, Inc.",4024,"$9.31B","2017","Technology","Computer Software: Prepackaged Software","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706","BSM","Black Stone Minerals, L.P.",2930,"$2.93B","2015","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707","BB","BlackBerry Limited",4006,"$3.77B","n/a","Technology","Computer Software: Prepackaged Software","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708","BGIO","BlackRock 2022 Global Income Opportunity Trust",2628,"$208.01M","2017","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709","BFZ","BlackRock California Municipal Income Trust",2892,"$440.58M","2001","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710","CII","Blackrock Capital and Income Strategies Fund Inc",3001,"$683M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711","BHK","Blackrock Core Bond Trust",2940,"$785.3M","2001","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712","HYT","Blackrock Corporate High Yield Fund, Inc.",414,"$1.28B","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713","BTZ","BlackRock Credit Allocation Income Trust",2886,"$1.43B","2006","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","DSU","Blackrock Debt Strategies Fund, Inc.",432,"$534.86M","1998","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715","BGR","BlackRock Energy and Resources Trust",2721,"$312.57M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716","BDJ","Blackrock Enhanced Equity Dividend Trust",4184,"$1.66B","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717","EGF","Blackrock Enhanced Government Fund, Inc",2824,"$68.18M","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718","FRA","Blackrock Floating Rate Income Strategies Fund Inc",2805,"$455.74M","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719","BFO","Blackrock Florida Municipal 2020 Term Trust",697,"$80.01M","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720","BGT","Blackrock Global",573,"$281.7M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3721","BOE","Blackrock Global",392,"$691.87M","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722","BME","Blackrock Health Sciences Trust",3696,"$396.21M","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3723","BAF","BlackRock Income Investment Quality Trust",707,"$127.13M","2002","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724","BKT","BlackRock Income Trust Inc. (The)",3980,"$384.06M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3725","BGY","BLACKROCK INTERNATIONAL, LTD.",3872,"$582.8M","2007","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3726","BKN","BlackRock Investment Quality Municipal Trust Inc. (The)",3008,"$269.13M","1993","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3727","BTA","BlackRock Long-Term Municipal Advantage Trust",2861,"$176.1M","2006","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3728","BZM","BlackRock Maryland Municipal Bond Trust",698,"$30.02M","2002","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729","MHE","BlackRock Massachusetts Tax-Exempt Trust",2825,"$30.74M","1993","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730","BIT","BlackRock Multi-Sector Income Trust",3059,"$635.89M","2013","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3731","MUI","Blackrock Muni Intermediate Duration Fund Inc",2948,"$562.19M","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732","MNE","Blackrock Muni New York Intermediate Duration Fund Inc",2951,"$62.43M","2003","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3733","MUA","Blackrock MuniAssets Fund, Inc.",2997,"$554.18M","1993","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
